 District ADDRESS  VALUE   1   2   3   4    5    6    7    8    9
  67  260   86550   2   2   4  15   76    5   15   11   17
  67  261   85629   2   0   2  10   29    1   10    0    8
  67  262   87042   3   0   2  15   42    4   10    0   15
  67  263   85005   2   0   3  15   54    3   23    0   12
  67  264   80807   1   0   1  10    0    0    0    0    0
  67  265   82024   3   0   2  20   53    6   13    0   13
  67  266   83998   3   2   3  15   73    5   19   11   16
  67  267   87145   3   2   2  15   88    6   13   12   15
  67  268   90376   3   0   2  15   31    4    0    0   15
  67  269   89886   3   0   3  20   61    8   30    0   19
  67  270   85437   3   0   0   0    0    0    0    0    0
  67  271   81326   4   0   2  15   63    5   24    0   17
  67  272   77798   2   1   2  10   29    3    0   13    5
  67  273   78355   2   1   2  15   49    5   27    1   15
  67  274   81673   1   0   1  10    4    0    1    0    2
  67  275   82190   1   0   2  10   10    0    5    0    3
  67  276   86568   1   0   2  10    4    0    0    0    3
  67  277   87599   3   2   1  15   80   11   11    8   19
  67  278   84400   5   0   2  20  105    9   55    0   23
  67  279   87721   3   0   1  15   85    1   35    0   15
  67  280   86660   2   1   3  15   28    4    6    8    6
  67  281   82748   3   0   1  15  102    3   50    0    7
  67  282   86580   3   0   2  15   45    4   27    0    7
  67  283   88667   2   0   3  20   49    6   24    0    9
  67  284   90264   4   1   2  20   82   10   30    8   22
  67  285   92090   3   1   2  15   53    5   24   11   13
  67  286   87177   3   0   2  15   34    6   12    0    7
  67  287   83078   2   0   2  15   70    6   28    0   11
  67  288   80285   2   0   1  15   32    4   12    0   11
  67  289   80285   3   2   4  15   50    6    0    9   27
  67  290   81615   2   1   1  15   53    6   22    4   16
  67  291   76592   2   1   1   5    8    0    0    6    1
  67  292   74573   2   1   1   5    7    3    3    0    0
  67  293   73891   3   0   1  10   47    3   25    0   11
  67  294   73733   4   0   3  15   49    4   14    0   17
  67  295   79637   2   1   0   0    0    0    0    0    0
  67  296   81435   2   3   3  15   55    5   11   20   17
  67  297   81199   2   0   2  15    7    1    0    0    6
  67  298   81739   3   0   0   0    0    0    0    0    0
  67  299   80014   4   2   3  15   67    8   18   12   16
  67  300   79270   3   3   2  15  125    9   28   20   32
  67  301   77046   1   0   1  10    9    2    0    0    7
  67  302   73415   2   0   2  15   51    5   29    0    5
  67  303   71787   2   0   2   5    3    0    0    0    3
  67  304   73727   1   0   1  10   29    3    9    0    8
  67  305   75603   2   0   0   0    0    0    0    0    0
  67  306   77297   2   1   2  15   50    4   12   14   17
  67  307   80553   2   1   1  15   60    7   13    3   21
  67  308   78143   1   0   3  15   50    3   12    0   15
  67  309   75735   1   0   1  10   14    4    0    0    5
  67  310   75830   1   0   2  10    5    3    0    0    1
  67  311   72944   2   1   0   0    0    0    0    0    0
  67  312   72856   2   0   1  10   62    1   41    0   11
  67  313   77263   2   0   1  10   54    1   24    0    5
  67  314   81225   3   2   2  15   94    7   20   10   21
  67  315   84309   2   0   1  15   45    5   33    0    7
  67  316   87035   2   0   3  15    6    3    0    0    3
  67  317   83460   2   1   1  10   62    3   12   17   10
  67  318   77471   1   0   3   5    3    0    0    0    2
  67  319   75452   1   0   1  15   31    0   12    0   15
  67  320   75961   2   0   1  10    3    1    0    0    1
  67  321   79349   2   0   1  10   35    1   17    0    7
  67  322   82790   3   0   1  10   28    1   11    0   13
  67  323   86332   2   0   0   0    0    0    0    0    0
  67  324   88410   2   1   1  15   49    2   23   10   10
  67  325   89138   2   1   1  15   77    6   19   17   13
  67  326   90786   3   3   3  15   61    6    7    8   19
  67  327   88486   3   0   3  15   63    6   19    0   15
  67  328   84207   2   0   3  15   17    6    0    0    9
  67  329   82209   1   0   1  10    1    1    0    0    0
  67  330   82088   1   0   3  15   24    2    8    0    7
  67  331   82750   2   1   2  10   45    1   13   17   12
  67  332   84655   2   1   1  10   65    6    2   19    9
  67  333   85299   2   0   3  20  100    5   23    0   17
  67  334   83503   2   0   2  10    8    2    1    0    4
  67  335   79873   2   0   2  15   34    4    9    0    9
  67  336   78504   1   0   1  15   43    1   28    0    5
  67  337   79564   4   0   4  15   70    6   38    0   16
  67  338   78406   2   0   1  10    9    2    0    0    4
  67  339   80658   2   0   1  15   22    2    7    0    3
  67  340   85536   3   0   0   0    0    0    0    0    0
  67  341   87680   3   0   2  20   78    7   21    0   23
  67  342   88839   2   0   0   0    0    0    0    0    0
  67  343   89183   2   2   2  25  117    9   29   10   29
  67  344   87831   3   0   2  15   33    5    2    0   17
  67  345   87591   6   0   1  15   37    5    0    0   22
  67  346   88400   5   0   3  20   57    8   23    0   22
  67  347   87615   4   1   3  15   45    6   18    6   13
  67  348   87379   1   0   3  15   20    0   10    0    0
  67  349   87601   2   0   2  15   51    5   23    0   10
  67  350   85729   2   3   3  15  123    8   25   17   17
  67  351   86830   2   2   2  10   33    0    0   15   11
  67  352   87436   2   2   2  15   85    7   44   17   16
  67  353   88183   2   4   2  20  104   10   11   17   38
  67  354   91776   4   2   2  20  113    8   23   12   17
  67  355   90321   2   2   2  15   58    6   23   14   14
  67  356   85937   2   2   3  20   48    6   10   14   18
  67  357   79497   2   1   1  15   78    6   25   14   16
  67  358   72489   3   0   0   0    0    0    0    0    0
  67  359   70760   1   0   3  10   16    5    2    0    8
  67  360   73184   1   0   0   0    0    0    0    0    0
  67  361   75740   1   0   1  15   57    6   12    0    7
  67  362   81343   1   0   1  10   19    1   10    0    3
  67  363   86896   2   0   3  15   39    4    7    0    7
  67  364   88029   4   1   3  20  134    9   32   12   14
  67  365   89462   2   1   3  20   48    6   16    6   16
  67  366   88466   1   0   1  15   32    0   21    0    5
  67  367   86100   1   0   2  15   14    3    5    0    0
  67  368   87001   2   1   2  10   28    0    6    7    6
  67  369   87131   3   0   0   0    0    0    0    0    0
  67  370   88219   4   1   2  20   48    8    1   10   15
  67  371   89807   2   1   1  15   63    5   10    8   16
  67  372   88351   1   0   1  15   27    3   20    0    3
  67  373   88328   3   0   3  10   14    4    7    0    1
  67  374   88637   3   1   1  20   94    7   31    3   22
  67  375   86398   3   5   4  15  125    8   34   28   28
  67  376   82833   2   1   4  10   17    2    0   12    3
  67  377   78956   2   0   2  15   19    2    3    0   13
  67  378   76249   3   1   4  15   98    5   26   12   22
  67  379   76790   3   0   1  10   31    4   17    0   10
  67  380   81080   1   0   1  10   12    1   11    0    0
  67  381   85823   1   0   1  10    4    0    0    0    4
  67  382   85212   4   1   4  15   76   10   29   11   16
  67  383   82089   2   0   2  10   11    2    0    0    4
  67  384   79655   6   1   3  15   75   11   29    5   28
  67  385   77888   2   3   4  15  108    6   23   17   26
  67  386   80347   2   0   3  15   55    4   30    0   10
  67  387   81916   2   3   1  15   37    3    0   13   19
  67  388   80510   2   0   2  15   27    4    7    0    2
  67  389   79463   2   0   1  10   19    0   10    0    6
  67  390   77082   2   0   0   0    0    0    0    0    0
  67  391   76506   2   0   2  10   34    3   20    0    4
  67  392   77376   1   0   4  15   23    2    9    0    4
  67  393   75768   1   0   2   5    0    0    0    0    0
  67  394   76152   2   1   0   0    0    0    0    0    0
  67  395   77531   1   0   0   0    0    0    0    0    0
  67  396   78447   2   1   2  15   57    4   17    9   15
  67  397   81810   1   0   3  10   35    1   16    0    4
  67  398   86422   3   1   2  15   50    6   19    3   15
  67  399   87306   2   0   1  20   40    5   18    0   14
  67  400   86414   2   0   3  20   48    7    2    0   14
  67  401   85726   2   1   2  15   24    3    0    0   14
  67  402   82836   1   0   3  10   24    0   12    0    8
  67  403   83625   4   0   2  10    9    2    5    0    1
  67  404   85717   3   0   4  10   30    6   10    0    5
  67  405   84623   2   1   3   5   29    0   15    4    6
  67  406   82210   3   1   2  15   63    6   19   11   13
  67  407   80931   4   0   1  15   48    5   24    0   15
  67  408   83728   3   0   1  10   11    1    0    0   10
  67  409   87758   3   1   3  20   50    7    4   14   17
  67  410   90241   2   2   2  15   65    4   16   18   13
  67  411   91238   5   1   2  20  136    9   40    6   22
  67  412   89329   2   1   2  15   30    3   11    5    6
  67  413   86699   2   2   2  20   98    6   31   12   20
  67  414   84846   3   1   3  15   69    6    9   10   12
  67  415   82349   1   0   2  10    5    1    0    0    3
  67  416   80139   4   1   4  10   89    5   32   13   14
  67  417   79730   1   0   1  10    5    1    0    0    3
  67  418   80448   2   0   2  15   51    5   11    0   18
  67  419   80877   3   1   3  15   53    5   19   13   12
  67  420   80029   2   0   1  15   80    5   23    0   15
  67  421   77969   4   0   2  15   54    7   34    0   12
  67  422   79722   2   0   0   0    0    0    0    0    0
  67  423   83074   3   0   1  20   46    8   12    0   20
  67  424   84785   3   0   3  15   48    4   30    0   14
  67  425   86069   2   1   4  10   10    1    1    4    3
  67  426   86141   3   2   1  15   68    5   27   10   25
  67  427   86913   2   0   2  10    3    0    2    0    0
  67  428   87344   2   1   1  15   28    3    0    8   10
  67  429   88141   2   1   0   0    0    0    0    0    0
  67  430   89653   3   0   2  15   35    4   20    0   11
  67  431   87846   1   0   0   0    0    0    0    0    0
  67  432   85220   2   2   2  15   57    6   16   13   13
  67  433   83332   4   2   3  15   63    9    6   17   22
  67  434   80809   2   0   4  15   80    6   28    0    9
  67  435   79830   2   0   2  10   14    3    0    0    9
  67  436   82016   2   0   0   0    0    0    0    0    0
  67  437   86529   4   1   2  15   72    6   18   13   17
  67  438   89213   2   1   3  15   78    2   29   10    5
  67  439   90113   5   1   2  20   94    8   10   12   30
  67  440   90625   2   1   1  15   28    4    1   10    7
  67  441   91012   3   1   4  15   42    6    8   12    9
  67  442   93039   2   2   2  20   86    5   33   16   14
  67  443   93093   4   0   3  20   34    4   17    0   10
  67  444   91225   2   0   4  10    6    1    0    0    5
  67  445   86671   2   2   2  20   45    7    5    8   16
  67  446   79653   2   1   2  15   49    5    0    8   18
  67  447   77448   3   0   2  10   56    2   19    0   11
  67  448   77300   1   0   1  10   33    1   21    0    4
  67  449   79059   2   0   2  15   28    5    1    0   11
  67  450   81475   4   1   3  10   58    4   15    7    9
  67  451   80289   3   0   1  15   67    5   18    0   11
  67  452   78438   1   0   1   5   15    0   14    0    0
  67  453   76934   2   1   4  20   74    9   11   10   18
  67  454   78343   2   0   2  10   37    2    8    0    7
  67  455   82560   1   0   1  15   31    2   13    0    5
  67  456   85836   2   0   2  15   63    3   23    0    3
  67  457   87542   3   0   2  15   38    3   15    0   14
  67  458   87200   2   1   3  10   36    4   12    7   10
  67  459   84158   3   0   2  15   25    6    3    0   14
  67  460   83225   2   0   2  15   33    6    4    0   14
  67  461   82378   4   0   2  15   76    5   19    0   10
  67  462   79727   2   1   1  15   50    4   18    5   12
  67  463   79582   1   0   3  15   23    0   14    0    8
  67  464   79287   2   0   3  10   20    0    3    0   11
  67  465   80595   5   1   3  15   87    6   30    5   19
  67  466   83489   2   0   1  10    4    2    1    0    0
  67  467   84193   2   0   1  10    2    2    0    0    0
  67  468   82101   3   0   1  10    7    0    0    0    7
  67  469   81225   2   1   1  10   56    5    0   13   11
  67  470   83168   2   2   1  10  101    7   21   14   15
  67  471   85175   1   0   2  10   13    2    0    0    8
  67  472   88081   2   0   0   0    0    0    0    0    0
  67  473   89745   3   0   1  20   35    5    1    0   17
  67  474   89713   2   4   3  20  129   10   27   18   26
  67  475   87267   1   0   1  10   10    0    9    0    0
  67  476   86531   2   0   2  15   37    3   19    0   12
  67  477   85987   2   2   2  15   62    2   18   10   13
  67  478   82560   2   0   1  10    2    1    0    0    1
  67  479   83043   4   1   2  15   72    5   11    6   28
  67  480   85101   1   0   2  10   70    1   31    0    6
  67  481   85626   2   1   0   0    0    0    0    0    0
  67  482   86177   5   3   4  20   95    9   20   14   32
  67  483   89129   2   2   2  20   57    7   16    7   15
  67  484   89984   3   4   2  15   88   11   19   18   22
  67  485   88457   2   2   2  15   43    4   12   18    1
  67  486   88844   5   0   1  20   76    7   19    0   25
  67  487   86229   1   0   1  10   14    1    0    0    9
  67  488   83623   2   0   2  10    7    3    0    0    2
  67  489   81747   2   1   1  15   34    2   12    8   12
  67  490   79328   2   3   2  15  106    6   31   19   17
  67  491   77922   3   0   1  20  105    7   49    0   20
  67  492   76800   2   0   2  10   12    6    3    0    0
  67  493   77570   2   0   2  10   28    0    6    0    8
  67  494   79441   4   0   3  20   59    8   26    0   21
  67  495   80804   1   0   2  10   23    2   17    0    0
  67  496   80425   2   0   1  15   15    5    1    0    8
  67  497   78853   2   0   3  10   22    5    7    0    0
  67  498   77759   2   0   3  15   29    5   11    0   13
  67  499   77356   2   0   0   0    0    0    0    0    0
  67  500   78197   2   0   1  10   10    3    6    0    0
  67  501   81117   3   1   2  15   38    4   10    5   17
  67  502   83284   1   0   1   5    0    0    0    0    0
  67  503   87049   3   4   2  25  139    9   30   12   28
  67  504   89530   2   0   0   0    0    0    0    0    0
  67  505   87279   2   1   2  15   33    4    0    5   16
  67  506   85819   2   0   2  10    4    0    1    0    3
  67  507   83572   2   1   2  15   26    2    1   14    7
  67  508   81895   2   0   0   0    0    0    0    0    0
  67  509   82721   2   0   1  10   32    0   20    0    7
  67  510   81981   3   1   3  10   67    5   24   13   20
  67  511   79581   2   0   2  10   19    0   13    0    6
  67  512   78667   3   0   2  10   49    5   19    0   14
  67  513   81298   4   2   2  10   61   12    2    8   21
  67  514   84778   3   1   1  10   33    4   11    4    9
  67  515   85742   3   1   0   0    0    0    0    0    0
  67  516   85953   2   0   1  10   54    0   20    0   13
  67  517   84498   2   1   0   0    0    0    0    0    0
  67  518   81259   2   1   4  15   92    4   36    8   11
  67  519   81862   3   1   2  15   17    2    0    5    7
  67  520   82223   3   1   1  20   56    6   22    7   17
  67  521   81075   2   0   1  15   22    2    2    0   11
  67  522   83159   2   0   2  10   23    6    7    0    1
  67  523   85930   3   0   2  10   38    4   23    0    5
  67  524   89852   4   1   2  20   37    8    0    3   24
  67  525   92847   2   0   4  20   44    6   21    0    9
  67  526   92113   1   0   0   0    0    0    0    0    0
  67  527   89876   4   1   2  20   76    9   16    9   24
  67  528   88266   3   2   3  25   82   10    8    9   30
  67  529   85979   2   1   3  15   47    2    4   17   12
  67  530   84719   2   1   2  10   37    1    8    4   11
  67  531   84328   1   0   2  15   11    3    5    0    0
  67  532   81616   2   0   1  10   38    3   12    0    8
  67  533   82003   3   0   1  15   60    5   20    0   18
  67  534   86589   2   1   2  20  119    5   20    9   17
  67  535   88792   2   0   2  15   18    0    8    0    9
  67  536   88581   3   0   1  20   57    5   14    0   14
  67  537   87609   4   1   2  20  117    5   30    6   20
  67  538   80633   5   0   3  15   57    3   30    0   17
  67  539   77094   3   0   2  15   45    5    8    0   17
  67  540   79218   2   0   1  10    1    0    0    0    1
  67  541   80869   2   2   3  15   58    6    9   10   11
  67  542   85451   4   0   1  15   44    5   28    0    6
  67  543   85900   1   0   2  15   39    3   17    0    8
  67  544   83995   2   0   1  20   56    7   23    0   11
  67  545   84208   4   1   3  15   42    4    9    6   17
  67  546   86426   1   0   2  10    3    0    0    0    3
  67  547   89118   4   0   1  15   32    4   15    0    4
  67  548   88488   4   1   4  20   68    6   23   15   24
  67  549   83810   2   1   0   0    0    0    0    0    0
  67  550   77799   3   0   1  15   46    5   14    0   16
  67  551   75545   4   0   3  10   33    4    9    0    7
  67  552   76339   2   1   2  10   79    6   19    9   11
  67  553   81124   1   0   2  15   30    4   14    0    2
  67  554   85029   3   1   2  15   57    6    5   13   20
  67  555   86737   2   0   3  10    0    0    0    0    0
  67  556   89039   2   0   4  15   23    7    5    0    8
  67  557   86387   2   0   3  15   36    7   10    0   13
  67  558   83682   2   0   1  15   42    4   25    0   12
  67  559   82461   1   0   0   0    0    0    0    0    0
  67  560   82184   1   0   1  15   15    2    2    0    9
  67  561   86753   2   0   0   0    0    0    0    0    0
  67  562   90516   2   3   2  20   94    7   41   18   21
  67  563   90741   5   1   3  20  109    8   27    5   29
  67  564   88899   2   0   2  15   17    4    0    0    6
  67  565   84260   1   0   2  15    7    0    5    0    2
  67  566   80569   2   0   3  15   71    4   35    0   10
  67  567   79321   1   0   1  15   23    4    0    0   15
  67  568   78621   2   0   1  15   21    3    0    0    9
  67  569   79435   2   1   0   0    0    0    0    0    0
  67  570   79547   3   0   1  10   22    3    7    0   11
  67  571   78404   1   0   2   5    0    0    0    0    0
  67  572   76534   1   0   2  15   32    2   13    0    7
  67  573   74092   1   0   1  15   23    0    0    0   12
  67  574   75180   2   1   1  10   33    3    0   15    7
  67  575   80270   2   0   2  10   27    3    4    0   10
  67  576   84395   2   1   2  10   51    5   19   10    0
  67  577   85253   5   1   3  15   81    7   23   12   18
  67  578   85692   4   0   2  10   45    1   15    0   14
  67  579   84099   1   0   0   0    0    0    0    0    0
  67  580   81291   1   0   2  10   24    1   14    0    0
  67  581   82512   3   0   0   0    0    0    0    0    0
  67  582   82803   3   0   0   0    0    0    0    0    0
  67  583   82382   1   0   2  15   13    4    3    0    4
  67  584   83682   3   0   3  15   38    0   27    0    6
  67  585   84287   2   0   2  10   21    1    2    0   15
  67  586   85822   2   1   3  15   41    3    0   10   20
  67  587   86094   3   0   2  20   78    5   20    0   21
  67  588   85988   2   0   2  15   36    5   12    0   11
  67  589   85493   3   2   1  15   50    5   13   16   15
  67  590   81253   2   1   1  10   21    6    0   11    1
  67  591   78391   3   0   2  10   29    2    5    0   12
  67  592   75498   2   0   1  10   47    3   12    0   15
  67  593   74251   2   3   3  10  103    5   21   12   16
  67  594   78552   4   2   4  15   48    8    0    6   26
  67  595   81269   3   1   2  10   70    4   13    6   11
  67  596   85827   3   1   2  15   56    8   17    0   19
  67  597   88356   2   0   2  10    7    0    4    0    0
  67  598   85479   2   0   1  15   31    4   11    0   10
  67  599   85477   2   3   3  20  131    6   43   15   27
  67  600   83942   3   1   2  15   42    5   12    8    7
  67  601   83008   1   0   3  15    3    0    0    0    3
  67  602   84014   4   1   2  15   64    8   28    4   10
  67  603   82278   2   1   0   0    0    0    0    0    0
  67  604   77988   2   3   2  20   75    9   24    9   20
  67  605   74186   2   0   2  10   28    0   16    0    2
  67  606   73760   3   1   0   0    0    0    0    0    0
  67  607   75225   2   0   2  15   22    3    1    0   11
  67  608   79379   4   0   3  15   17    2    0    0   14
  67  609   80313   2   1   3  15   76    3   12   10   23
  67  610   79836   2   0   2  10   14    3    1    0    6
  67  611   81537   2   1   0   0    0    0    0    0    0
  67  612   82385   3   0   2  20   55    3   28    0   15
  67  613   86568   2   0   2  20   49    7    7    0   24
  67  614   88024   4   2   2  20  101    9   27   17   21
  67  615   85677   2   3   3  10   90    5    5   15   23
  67  616   85360   2   1   2  15   52    3    0   15   12
  67  617   84615   3   0   2  15   74    4   25    0   13
  67  618   81945   4   0   1  15   81    3   33    0   21
  67  619   80729   1   0   2  10   20    0   13    0    6
  67  620   79011   2   1   0   0    0    0    0    0    0
  67  621   77632   2   0   1  15   23    3    0    0   19
  67  622   81459   4   0   3  20   64    9   21    0   26
  67  623   84853   3   0   3  10   21    2    0    0   14
  67  624   87764   4   0   2  15   32    3    4    0   19
  67  625   88400   3   0   3  20   33    7   12    0    9
  67  626   89351   4   0   3  15   43    3   14    0   14
  67  627   90789   5   0   4  15   87    5   39    0   26
  67  628   89297   3   0   2  10    7    0    5    0    2
  67  629   88300   2   0   2  15   45    1   20    0   13
  67  630   83470   1   0   0   0    0    0    0    0    0
  67  631   80173   2   1   2  10   42    5   17    6    7
  67  632   79677   5   0   2  20   62   10   14    0   25
  67  633   80072   3   0   3  15   39    4    7    0    8
  67  634   82141   1   0   1  20   36    5    5    0   15
  67  635   79624   1   0   1  10    0    0    0    0    0
  67  636   78079   2   1   1  15   76    5   18    8   21
  67  637   77342   2   0   4  15   55    5   27    0   10
  67  638   76740   2   2   4  15   73    6    5   14   11
  67  639   79137   1   0   3  10    7    0    7    0    0
  67  640   78291   3   0   0   0    0    0    0    0    0
  67  641   78448   2   0   2   5   14    0    3    0    5
  67  642   76991   2   0   1  10   16    2    6    0    7
  67  643   73325   1   0   2  15   34    2    9    0   11
  67  644   77234   1   0   2  15   39    3   19    0   11
  67  645   80688   2   0   3  10    2    2    0    0    0
  67  646   82752   3   2   2  15   72    8    0    8   24
  67  647   87557   2   0   1  20   22    4    0    0   14
  67  648   87203   2   3   4  15   96    5   23   16   16
  67  649   84969   2   2   2  20   63    7   11   12   22
  67  650   85042   3   0   4  15   56    5   14    0   18
  67  651   84442   2   0   2  20   46    5    5    0   16
  67  652   84110   3   0   1  15   32    3   13    0   11
  67  653   84847   4   0   4  10    5    1    0    0    3
  67  654   85745   3   0   2  10    4    3    0    0    1
  67  655   83457   4   0   3  15   52    5   31    0   15
  67  656   79591   2   2   2  10   52    4    0   15   17
  67  657   77986   2   0   3  15   18    3    1    0    9
  67  658   76128   3   0   0   0    0    0    0    0    0
  67  659   77677   1   0   0   0    0    0    0    0    0
  67  660   80998   4   1   2  15   49    5   11   11   19
  67  661   81873   1   0   3  10    4    0    1    0    2
  67  662   83194   3   0   1  10   19    5    0    0   12
  67  663   82129   2   0   1  10   34    2   12    0    8
  67  664   81778   2   1   2  10   27    5    0    8   10
  67  665   82697   5   0   5  15   63    9   21    0   21
  67  666   81497   3   2   1  20   73    8   36    4   19
  67  667   78739   1   0   4   5   37    2   20    0    0
  67  668   76759   3   0   1  10   22    3    0    0   16
  67  669   75134   2   0   2  20   47    6   13    0   15
  67  670   73337   1   0   2  10   16    1    7    0    3
  67  671   76643   3   1   3  15   56    7   27    7   13
  67  672   79881   2   0   3  10   24    3    5    0    7
  67  673   80744   2   0   3  10   16    4    1    0    4
  67  674   83067   3   1   2  10   62    0   13    8   17
  67  675   84661   2   0   1  15   70    2   31    0    7
  67  676   83406   2   0   2  15   33    4   18    0    6
  67  677   82333   1   0   2  10   19    1   14    0    0
  67  678   79713   2   0   2  15   53    3   18    0   13
  67  679   75030   1   0   1  10   12    0    1    0    8
  67  680   76375   2   1   3  10   22    2    0   11    8
  67  681   78934   3   0   3  15   66    6   37    0   14
  67  682   82522   2   0   3  10    7    0    5    0    1
  67  683   88271   2   1   1  20  113    7   40    9   21
  67  684   85967   2   0   3  15    6    0    0    0    3
  67  685   80959   2   0   2  20   50    6   19    0   11
  67  686   79245   4   0   3  15   73    5   32    0   18
  67  687   78382   2   0   1  15   22    3    1    0    8
  67  688   80487   2   0   1  10   17    2    0    0   11
  67  689   86613   3   1   4  15   53    5   19    6   17
  67  690   89046   2   0   3  15    7    4    0    0    2
  67  691   86268   5   2   2  20   65   12    8    3   34
  67  692   85519   3   1   1  15   19    1    0    6    8
  67  693   81748   2   2   5  15   97    9    0   14   22
  67  694   75262   2   0   2  10    9    2    2    0    4
  67  695   75280   2   0   1  15   42    6   10    0   12
  67  696   77575   3   0   2  10   14    5    0    0    8
  67  697   80799   3   1   2  15   35    5    8    3   10
  67  698   88520   3   0   2  10   21    5    0    0   12
  67  699   91861   2   2   3  10   55    5   11   15   11
  67  700   89841   2   3   2  15   33    6    0   11   16
  67  701   87486   5   0   2  20   75    7    5    0   25
  67  702   85078   3   2   2  15   61    8   10    8   14
  67  703   81340   2   1   3  15   38    7    4    7   20
  67  704   78177   3   0   4  10   12    2    6    0    2
  67  705   79242   2   1   3  10   40    4   12    8   12
  67  706   80747   2   0   2  15   79    2   39    0   12
  67  707   81965   2   1   1  15   50    4   20    8   10
  67  708   83503   2   1   2  15   47    3    0   13   10
  67  709   82478   3   3   3  10   42    5    4    6   23
  67  710   80701   4   1   3  15   83    5   33    5   22
  67  711   80507   3   0   2  15   55    3   28    0    5
  67  712   79708   2   0   1  10   22    2   15    0    4
  67  713   77710   1   0   2  10   28    2   17    0    0
  67  714   74209   2   1   0   0    0    0    0    0    0
  67  715   72552   1   0   1  10    4    0    3    0    0
  67  716   74636   1   0   0   0    0    0    0    0    0
  67  717   76955   2   2   2  10   42    4    7   11   14
  67  718   80809   2   1   2  15   62    6    0   17   13
  67  719   83459   2   1   3  15   26    4    8    5    4
  67  720   83009   2   0   1  10    3    3    0    0    0
  67  721   81485   2   0   0   0    0    0    0    0    0
  67  722   79794   2   1   1  20   66    8   21   10   21
  67  723   80129   2   3   3  20   78    8   13    8   23
  67  724   82495   2   2   2  10   38    4   13    7   14
  67  725   84741   2   0   2  15   38    5   11    0   19
  67  726   85476   5   0   1  15   55    5   17    0   16
  67  727   86056   2   0   1  15   18    3    6    0    8
  67  728   85263   5   0   4  15   27    6    0    0   15
  67  729   83801   2   0   2  10    3    0    2    0    0
  67  730   85173   4   0   3  10   50    2   12    0   10
  67  731   87367   1   0   4  15   10    0    4    0    6
  67  732   89729   9   0   3  20  134    8   20    0   38
  67  733   93785   3   0   2  15   29    4    7    0   13
  67  734   94633   4   1   2  20   82   10   30    8   22
  67  735   91046   2   1   2  15   20    3    0   12    4
  67  736   86938   3   3   5  20  134   12   30   10   30
  67  737   82354   2   0   1  10   13    0   10    0    2
  67  738   79407   3   0   2  10   30    4   16    0    4
  67  739   81489   2   0   1  15   34    3   21    0    7
  67  740   84302   2   0   3  10   37    3    9    0    7
  67  741   86694   3   0   1  15   33    4    1    0   10
  67  742   88156   2   1   1  15   74    5   20    8   13
  67  743   85833   2   1   0   0    0    0    0    0    0
  67  744   83776   1   0   1  10    7    0    0    0    6
  67  745   84060   2   0   0   0    0    0    0    0    0
  67  746   87154   3   0   2  15   17    5    2    0    9
  67  747   90195   2   0   3  20   29    8    0    0   16
  67  748   88899   4   0   2  15    9    3    0    0    2
  67  749   85807   3   3   3  20   86    9    9   10   28
  67  750   81265   2   3   2  15   72    9    6   17   13
  67  751   79340   5   1   1  15   74    6   14    9   23
  67  752   81223   2   0   3  10   11    0    0    0    9
  67  753   82112   3   0   3  15   66    6    5    0   14
  67  754   84528   2   3   3  15   78    7   27   10   22
  67  755   87767   3   1   2  20   74    6   34   13   21
  67  756   85961   2   0   1  15   44    5   15    0    9
  67  757   83651   2   0   1  15   30    4   12    0   12
  67  758   81975   2   1   2  15   33    4    1    7   17
  67  759   78973   2   0   3  10   28    4   12    0    6
  67  760   81220   1   0   4  15   13    2    0    0    7
  67  761   84126   3   0   2  20   45    7   11    0   17
  67  762   84194   3   0   1  10   91    4   42    0   11
  67  763   82270   2   0   1  15   18    3    1    0    7
  67  764   79887   2   2   3  15   72    5   29   17   11
  67  765   81520   4   0   0   0    0    0    0    0    0
  67  766   83370   2   0   2  15   55    3   27    0    8
  67  767   83636   3   0   2  15   41    6    9    0   11
  67  768   83546   2   0   3  10   19    2    1    0    7
  67  769   81571   3   3   1  15  124    9   26   13   20
  67  770   80930   3   0   1  10   20    4    5    0   10
  67  771   81886   3   1   3  15   79    6   15    6   11
  67  772   82556   3   0   1  10   28    1   11    0   13
  67  773   82449   2   0   2  15   20    3    7    0    9
  67  774   81094   1   0   0   0    0    0    0    0    0
  67  775   81703   2   0   3  15   14    2    3    0    9
  67  776   83595   4   0   3  15   56    9   16    0    9
  67  777   85168   2   0   2  15   29    3   11    0   14
  67  778   86682   7   3   3  25  141   14   26   22   45
  67  779   85074   4   0   4  15   35    3   16    0   15
  67  780   83007   1   0   3  15   24    2    8    0    7
  67  781   82828   2   2   2  10   52    3   14   10   16
  67  782   82444   2   0   2  15   33    4    0    0   14
  67  783   84716   2   0   3  10    9    1    6    0    2
  67  784   88895   5   1   2  20  130   10   30   14   21
  67  785   90960   5   0   2  20   86    7   15    0   31
  67  786   90786   3   0   1  20   32    5   11    0   14
  67  787   89560   4   0   3  20   89    5   20    0   24
  67  788   85659   3   0   1  10   31    2   17    0    1
  67  789   82261   3   1   3  15   47    5    5   11   21
  67  790   82613   4   1   2  15   79    5   25    6   19
  67  791   84419   3   1   4  15   90    6   31    8   23
  67  792   86236   2   1   1  10   46    3   13    2    7
  67  793   84338   2   0   2  10    5    0    0    0    3
  67  794   81171   2   0   2  20   54    5    9    0   22
  67  795   80231   6   0   1  15   37    5    0    0   22
  67  796   79906   4   2   3  15   56    7   13   10   21
